year,wheel,motor_volume,price,running_miles,model_enc,motor_type_enc,wheel_enc,color_enc,type_enc,status_enc
2018,left,2.0,19000,34796.776,4,3,0,1,5,1
2019,left,2.0,16000,25000.0,0,3,0,7,2,1
2018,left,2.0,14200,38500.0,0,3,0,7,5,1
2016,left,2.0,12500,80778.23,0,1,0,7,5,1
2017,left,2.0,13800,93205.65,0,3,0,0,5,1
2019,left,2.0,17500,43495.97,4,3,0,2,5,1
2017,left,2.0,17000,59000.0,3,3,0,1,6,1
2012,left,2.0,9300,89000.0,0,3,0,7,5,1
2018,left,2.0,19000,36000.0,3,4,0,16,1,1
2018,left,2.0,14000,48466.938,0,3,0,16,5,1
2019,left,2.0,17700,66000.0,3,3,0,2,6,1
2022,left,2.0,27900,2485.484,4,3,0,16,5,1
2020,left,2.0,16500,7456.452,0,3,0,1,5,1
2020,left,2.0,17500,33000.0,1,3,0,7,5,1
2017,left,2.0,13000,78000.0,0,3,0,11,5,1
2010,left,2.0,8200,173983.88,1,3,0,7,5,4
2016,left,2.0,14200,57787.503000000004,4,3,0,1,5,2
2019,left,2.0,17000,33600.0,1,3,0,2,5,1
2017,left,2.0,18000,51500.0,3,3,0,1,1,1
2013,left,2.0,15000,94448.392,2,3,0,16,5,2
2005,left,2.0,6700,118060.49,2,4,0,14,5,2
2017,left,2.0,13100,90000.0,3,3,0,2,1,0
2021,left,2.0,24900,26000.0,0,3,0,7,5,1
2012,left,2.0,13500,74564.52,4,3,0,16,5,2
2020,left,2.0,15400,54058.655629,1,3,0,16,5,1
2022,left,2.0,25000,4038.9115,1,3,0,7,5,2
2018,left,2.0,12300,74564.52,0,3,0,14,5,1
2020,left,2.0,17600,35000.0,1,3,0,13,5,1
2000,left,2.0,6300,161556.46,2,1,0,14,5,1
2016,left,2.0,12300,85000.0,1,3,0,14,5,1
2020,left,2.0,15800,34233.813874,3,3,0,1,5,0
2018,left,2.0,21500,18641.13,3,3,0,1,6,1
2000,left,2.0,15750,124274.2,2,4,0,1,1,4
2013,left,2.0,9500,57166.132,1,3,0,1,5,2
2017,left,2.0,14500,30000.0,3,3,0,16,5,1
2019,left,2.0,21800,31.068550000000002,4,3,0,1,5,1
2019,left,2.0,15750,52816.535,2,3,0,16,5,1
2019,left,2.0,17500,17398.388,0,3,0,16,2,1
2019,left,2.0,14800,19000.0,1,3,0,10,5,3
2019,left,2.0,23800,23000.0,3,3,0,14,6,1
2015,left,2.0,14100,68000.0,4,3,0,10,5,1
2011,left,2.0,9300,150000.0,0,3,0,1,5,1
2021,left,2.0,24000,3728.226,1,3,0,1,5,1
2014,left,2.0,15500,125516.942,3,3,0,16,6,2
2019,left,2.0,16000,46000.0,1,3,0,2,5,1
2017,left,2.0,12500,50000.0,1,3,0,2,5,0
2017,left,2.0,12100,77000.0,0,3,0,1,5,3
2012,left,2.0,16900,74564.52,2,3,0,16,5,2
2017,left,2.0,12600,42000.0,1,3,0,3,5,1
2018,left,2.0,15500,56544.761,3,3,0,16,2,1
2016,left,2.0,12900,56000.0,0,3,0,6,5,1
2021,left,2.0,20000,35000.0,0,3,0,7,5,1
2018,left,2.0,15800,83000.0,1,3,0,2,5,1
2017,left,2.0,12700,39000.0,1,3,0,16,5,1
2018,left,2.0,14000,33554.034,0,3,0,14,5,1
2011,left,2.0,10500,93205.65,4,4,0,1,5,1
2018,left,2.0,12900,21000.0,0,3,0,14,5,1
2016,left,2.0,14700,66000.0,3,3,0,14,6,1
2019,left,2.0,18700,60000.0,4,3,0,14,5,1
2013,left,2.0,13450,69593.552,2,3,0,1,5,1
2017,left,2.0,16300,81000.0,3,3,0,7,6,1
2018,left,2.0,13500,75000.0,1,3,0,14,5,1
2021,left,2.0,24900,55923.39,4,3,0,16,5,1
2019,left,2.0,15500,75000.0,0,3,0,1,5,1
2014,left,2.0,16300,118060.49,2,3,0,16,5,1
2005,left,2.0,6200,115140.0463,2,3,0,1,5,2
2017,left,2.0,16500,30000.0,3,3,0,1,6,1
2018,left,2.0,20000,45360.083,3,3,0,1,6,1
2019,left,2.0,17500,54000.0,1,3,0,2,5,1
2016,left,2.0,10900,68350.81,0,3,0,14,5,1
2011,left,2.0,8800,129245.168,3,3,0,16,1,4
2019,left,2.0,23500,42253.228,4,3,0,16,5,1
2013,left,2.0,16300,98000.0,2,3,0,1,5,1
2018,left,2.0,17300,63000.0,1,3,0,16,5,1
2016,left,2.0,15000,36494.0,0,3,0,7,5,1
2011,left,2.0,9500,121000.0,0,1,0,1,5,1
2017,left,2.0,16500,34000.0,3,3,0,1,6,1
2020,left,2.0,16000,26097.582,3,3,0,14,5,1
2012,left,2.0,13000,87000.0,4,3,0,16,5,2
2017,left,2.0,20000,40000.0,4,3,0,16,5,1
2022,left,2.0,24000,18019.759000000002,1,3,0,16,5,1
2018,left,2.0,15750,7456.452,3,3,0,7,1,1
2017,left,2.0,17500,57166.132,3,3,0,10,6,1
2019,left,2.0,17000,30000.0,1,3,0,10,5,1
2018,left,2.0,16000,72000.0,3,3,0,1,6,1
2018,left,2.0,26900,36500.0,2,3,0,16,5,1
2016,left,2.0,12500,160000.0,0,1,0,1,5,2
2019,left,2.0,21000,44000.0,4,3,0,16,5,1
2022,left,2.0,23900,25000.0,0,3,0,1,5,1
2020,left,2.0,20000,26097.582,3,3,0,7,6,1
2016,left,2.0,28000,47845.567,2,3,0,1,5,1
2018,left,2.0,19000,52816.535,3,3,0,1,6,1
2008,left,2.0,8300,147500.0,4,3,0,14,5,2
2021,left,2.0,15600,5180.0,1,3,0,1,5,0
2018,left,2.0,13500,49709.68,0,3,0,1,5,1
2008,left,2.0,11000,140000.0,2,3,0,16,5,2
2007,left,2.0,15750,99419.36,2,4,0,10,5,2
2013,left,2.0,8500,170000.0,0,1,0,7,5,1
2014,left,2.0,16000,60894.358,4,3,0,1,5,1
2018,left,2.0,18300,70000.0,3,3,0,1,6,3
2018,left,2.0,17700,113000.0,4,3,0,1,5,1
2019,left,2.0,17300,26718.953,0,3,0,16,5,1
2017,left,2.0,13200,44000.0,0,3,0,7,5,1
2008,left,2.0,13750,82020.972,2,3,0,1,5,2
2022,left,2.0,25800,12.42742,4,3,0,16,5,3
2011,left,2.0,8900,168000.0,1,1,0,16,5,1
2018,left,2.0,13500,79000.0,0,3,0,1,5,1
2019,left,2.0,17500,66000.0,1,3,0,14,5,1
2020,left,2.0,23800,20505.243,4,3,0,16,5,1
2019,left,2.0,15700,12116.7345,3,3,0,14,5,2
2011,left,2.0,10300,155000.0,0,1,0,7,5,1
2022,left,2.0,15750,3106.855,0,3,0,1,5,1
2012,left,2.0,15500,55302.019,2,3,0,16,5,1
2020,left,2.0,15750,16155.646,2,3,0,1,5,1
2016,left,2.0,14000,43000.0,0,3,0,2,5,2
2013,left,2.0,9200,90000.0,0,1,0,7,5,1
2016,left,2.0,16500,54059.277,4,3,0,1,5,1
2020,left,2.0,12700,49000.0,0,3,0,7,5,2
1997,left,2.0,5700,129866.539,2,1,0,2,5,2
2019,left,2.0,15750,78000.0,1,3,0,16,5,1
2020,left,2.0,15500,38000.0,0,3,0,14,5,1
2019,left,2.0,17900,63800.0,1,3,0,7,5,1
2018,left,2.0,11800,68000.0,0,3,0,16,2,1
2019,left,2.0,17000,22000.0,1,3,0,1,5,1
2017,left,2.0,12900,58000.0,1,1,0,16,5,1
2019,left,2.0,13700,45000.0,0,3,0,1,5,1
2010,left,2.0,7300,158000.0,1,3,0,1,5,2
2011,left,2.0,10200,72000.0,4,1,0,14,5,1
2009,left,2.0,13000,90098.795,2,1,0,16,5,1
2018,left,2.0,12900,45360.083,0,3,0,1,5,1
2019,left,2.0,21500,66000.0,3,3,0,16,6,1
2020,left,2.0,16000,29000.0,0,3,0,7,5,1
2019,left,2.0,18000,44500.0,1,3,0,16,5,1
2019,left,2.0,15500,30200.0,0,3,0,1,5,2
2017,left,2.0,13000,77000.0,1,3,0,10,5,1
2017,left,2.0,12000,60000.0,1,3,0,14,5,2
2020,left,2.0,19500,19000.0,3,3,0,1,6,1
2019,left,2.0,16600,46000.0,1,3,0,1,5,1
2020,left,2.0,14500,79535.488,0,3,0,16,5,1
2015,left,2.0,26700,118060.49,2,3,0,16,5,1
2018,left,2.0,13500,59000.0,1,3,0,2,5,2
2017,left,2.0,17600,43000.0,3,3,0,1,6,1
2017,left,2.0,14600,90720.166,3,3,0,14,6,2
2008,left,2.0,15750,127381.05500000001,2,3,0,6,5,4
2020,left,2.0,15000,60000.0,0,3,0,1,5,3
2016,left,2.0,15300,52816.535,4,3,0,1,5,1
2018,left,2.0,14900,83000.0,1,1,0,13,1,1
2016,left,2.0,16500,71457.665,4,1,0,16,5,1
1999,left,2.0,6000,172119.767,2,1,0,2,5,1
1998,left,2.0,4600,94448.392,2,3,0,1,5,1
2015,left,2.0,11500,42000.0,0,3,0,7,5,1
2023,left,2.0,26000,7767.1375,0,3,0,14,5,1
2019,left,2.0,14400,37000.0,1,3,0,13,5,1
2019,left,2.0,14900,13048.791,1,3,0,2,5,1
2018,left,2.0,16000,57000.0,0,3,0,13,5,1
2020,left,2.0,15000,37000.0,1,3,0,14,5,1
2018,left,2.0,17500,100000.0,3,3,0,14,6,1
2017,left,2.0,17000,48000.0,3,3,0,10,6,1
2017,left,2.0,15600,57787.503000000004,3,3,0,16,6,1
2011,left,2.0,12000,105000.0,0,3,0,1,5,1
2015,left,2.0,14900,90000.0,3,3,0,4,6,1
2021,left,2.0,26000,5592.339,4,3,0,1,5,1
2015,left,2.0,25500,74564.52,2,3,0,4,5,1
2022,left,2.0,25000,2485.484,4,3,0,1,2,1
2016,left,2.0,14700,74000.0,4,3,0,10,5,1
2020,left,2.0,18500,17000.0,1,3,0,16,5,1
2019,left,2.0,15500,58000.0,1,3,0,2,5,1
2009,left,2.0,12000,123000.0,2,3,0,13,5,1
2021,left,2.0,25500,4784.5567,1,3,0,2,5,1
2016,left,2.0,25000,64001.213,2,3,0,1,5,1
1998,left,2.0,7000,96312.505,2,3,0,10,5,1
2009,left,2.0,11700,99.41936,2,1,0,3,5,2
2020,left,2.0,19000,52000.0,3,3,0,7,6,1
2019,left,2.0,23500,18019.759000000002,4,3,0,16,5,1
2019,left,2.0,16500,57800.0,4,3,0,12,5,2
2016,left,2.0,12000,69000.0,4,3,0,7,5,2
2015,left,2.0,11300,111111.0,0,3,0,16,5,2
2017,left,2.0,16500,47900.0,3,3,0,13,6,1
2018,left,2.0,15500,41631.857,0,1,0,2,5,2
2017,left,2.0,17500,111846.78,3,3,0,16,6,1
2018,left,2.0,25400,42874.599,2,3,0,1,5,1
2017,left,2.0,12400,120000.0,0,3,0,16,5,2
2014,left,2.0,16500,105633.07,4,3,0,1,5,2
2018,left,2.0,19500,68900.0,3,3,0,2,6,2
2019,left,2.0,19500,31000.0,3,3,0,1,6,1
